fecha_aplicacion,jurisdiccion_aplicacion_id,aplicadas,csumaplicadas,labeldistrito
2021-08-15,82,378,2205821,Santa Fe
2021-08-15,86,296,629856,S del Estero
2021-08-15,90,1,974626,Tucuman
2021-08-16,2,13726,2128292,CABA
2021-08-16,6,12264,10548488,Buenos Aires
2021-08-16,10,31,275466,Catamarca
2021-08-16,14,11828,2283401,Cordoba
2021-08-16,18,992,666961,Corrientes
2021-08-16,22,823,673459,Chaco
2021-08-16,26,7,339161,Chubut
2021-08-16,30,103,826225,Entre Rios
2021-08-16,34,171,386001,Formosa
2021-08-16,38,251,473523,Jujuy
2021-08-16,42,1997,227408,La Pampa
2021-08-16,46,63,253128,La Rioja
2021-08-16,50,812,1193472,Mendoza
2021-08-16,54,1357,611018,Misiones
2021-08-16,58,117,432605,Neuquen
2021-08-16,62,103,467888,Rio Negro
2021-08-16,66,826,758896,Salta
2021-08-16,70,20,467911,San Juan
2021-08-16,74,258,311321,San Luis
2021-08-16,78,1828,189622,Santa Cruz
2021-08-16,82,317,2206138,Santa Fe
2021-08-16,86,777,630633,S del Estero
2021-08-16,90,4,974630,Tucuman
2021-08-16,94,1,105451,T del Fuego
2021-08-17,2,29316,2157608,CABA
2021-08-17,6,27899,10576387,Buenos Aires
2021-08-17,10,66,275532,Catamarca
2021-08-17,14,18915,2302316,Cordoba
2021-08-17,18,1169,668130,Corrientes
2021-08-17,22,4290,677749,Chaco
2021-08-17,26,1161,340322,Chubut
2021-08-17,30,898,827123,Entre Rios
2021-08-17,34,282,386283,Formosa
2021-08-17,38,2662,476185,Jujuy
2021-08-17,42,1986,229394,La Pampa
2021-08-17,46,862,253990,La Rioja
2021-08-17,50,3039,1196511,Mendoza
2021-08-17,54,4759,615777,Misiones
2021-08-17,58,2994,435599,Neuquen
2021-08-17,62,958,468846,Rio Negro
2021-08-17,66,3108,762004,Salta
2021-08-17,70,2100,470011,San Juan
2021-08-17,74,4159,315480,San Luis
2021-08-17,78,373,189995,Santa Cruz
2021-08-17,82,3472,2209610,Santa Fe
2021-08-17,86,1071,631704,S del Estero
2021-08-17,90,3553,978183,Tucuman
2021-08-17,94,12,105463,T del Fuego
2021-08-18,2,13661,2171269,CABA
2021-08-18,6,29327,10605714,Buenos Aires
2021-08-18,10,127,275659,Catamarca
2021-08-18,14,18079,2320395,Cordoba
2021-08-18,18,3975,672105,Corrientes
2021-08-18,22,4222,681971,Chaco
2021-08-18,26,1623,341945,Chubut
2021-08-18,30,2007,829130,Entre Rios
2021-08-18,34,44,386327,Formosa
2021-08-18,38,3072,479257,Jujuy
2021-08-18,42,1335,230729,La Pampa
2021-08-18,46,1509,255499,La Rioja
2021-08-18,50,2668,1199179,Mendoza
2021-08-18,54,4822,620599,Misiones
2021-08-18,58,3530,439129,Neuquen
2021-08-18,62,1474,470320,Rio Negro
2021-08-18,66,3016,765020,Salta
2021-08-18,70,2134,472145,San Juan
2021-08-18,74,2615,318095,San Luis
2021-08-18,78,1444,191439,Santa Cruz
2021-08-18,82,2335,2211945,Santa Fe
2021-08-18,86,1461,633165,S del Estero
2021-08-18,90,3339,981522,Tucuman
2021-08-18,94,53,105516,T del Fuego
2021-08-19,2,5140,2176409,CABA
2021-08-19,6,29193,10634907,Buenos Aires
2021-08-19,10,1597,277256,Catamarca
2021-08-19,14,11754,2332149,Cordoba
2021-08-19,18,4545,676650,Corrientes
2021-08-19,22,4143,686114,Chaco
2021-08-19,26,958,342903,Chubut
2021-08-19,30,4684,833814,Entre Rios
2021-08-19,34,220,386547,Formosa
2021-08-19,38,2324,481581,Jujuy
2021-08-19,42,642,231371,La Pampa
2021-08-19,46,1237,256736,La Rioja
2021-08-19,50,2365,1201544,Mendoza
2021-08-19,54,4203,624802,Misiones
2021-08-19,58,2894,442023,Neuquen
2021-08-19,62,1715,472035,Rio Negro
2021-08-19,66,3512,768532,Salta
2021-08-19,70,1901,474046,San Juan
2021-08-19,74,390,318485,San Luis
2021-08-19,78,944,192383,Santa Cruz
2021-08-19,82,26255,2238200,Santa Fe
2021-08-19,86,2411,635576,S del Estero
2021-08-19,90,3089,984611,Tucuman
2021-08-19,94,548,106064,T del Fuego
2021-08-20,2,6214,2182623,CABA
2021-08-20,6,34941,10669848,Buenos Aires
2021-08-20,10,1737,278993,Catamarca
2021-08-20,14,14121,2346270,Cordoba
2021-08-20,18,5829,682479,Corrientes
2021-08-20,22,3131,689245,Chaco
2021-08-20,26,1147,344050,Chubut
2021-08-20,30,6117,839931,Entre Rios
2021-08-20,34,500,387047,Formosa
2021-08-20,38,2034,483615,Jujuy
2021-08-20,42,545,231916,La Pampa
2021-08-20,46,1790,258526,La Rioja
2021-08-20,50,2123,1203667,Mendoza
2021-08-20,54,4419,629221,Misiones
2021-08-20,58,2225,444248,Neuquen
2021-08-20,62,1314,473349,Rio Negro
2021-08-20,66,2925,771457,Salta
2021-08-20,70,2366,476412,San Juan
2021-08-20,74,37,318522,San Luis
2021-08-20,78,604,192987,Santa Cruz
2021-08-20,82,20677,2258877,Santa Fe
2021-08-20,86,1817,637393,S del Estero
2021-08-20,90,3134,987745,Tucuman
2021-08-20,94,96,106160,T del Fuego
2021-08-21,2,571,2183194,CABA
2021-08-21,6,30798,10700646,Buenos Aires
2021-08-21,10,1565,280558,Catamarca
2021-08-21,14,3987,2350257,Cordoba
2021-08-21,18,510,682989,Corrientes
2021-08-21,22,934,690179,Chaco
2021-08-21,26,215,344265,Chubut
2021-08-21,30,983,840914,Entre Rios
2021-08-21,34,562,387609,Formosa
2021-08-21,38,610,484225,Jujuy
2021-08-21,42,198,232114,La Pampa
2021-08-21,46,221,258747,La Rioja
2021-08-21,50,1146,1204813,Mendoza
2021-08-21,54,1675,630896,Misiones
2021-08-21,58,68,444316,Neuquen
2021-08-21,62,1365,474714,Rio Negro
2021-08-21,66,1462,772919,Salta
2021-08-21,70,478,476890,San Juan
2021-08-21,74,105,318627,San Luis
2021-08-21,78,1645,194632,Santa Cruz
2021-08-21,82,4396,2263273,Santa Fe
2021-08-21,86,963,638356,S del Estero
2021-08-21,90,7,987752,Tucuman
2021-08-21,94,24,106184,T del Fuego
2021-08-22,2,58,2183252,CABA
2021-08-22,6,18682,10719328,Buenos Aires
2021-08-22,10,47,280605,Catamarca
2021-08-22,14,218,2350475,Cordoba
2021-08-22,18,57,683046,Corrientes
2021-08-22,22,468,690647,Chaco
2021-08-22,30,19,840933,Entre Rios
2021-08-22,34,6,387615,Formosa
2021-08-22,38,174,484399,Jujuy
2021-08-22,42,70,232184,La Pampa
2021-08-22,46,2,258749,La Rioja
2021-08-22,50,813,1205626,Mendoza
2021-08-22,54,192,631088,Misiones
2021-08-22,58,3,444319,Neuquen
2021-08-22,62,566,475280,Rio Negro
2021-08-22,66,862,773781,Salta
2021-08-22,70,355,477245,San Juan
2021-08-22,78,1,194633,Santa Cruz
2021-08-22,82,546,2263819,Santa Fe
2021-08-22,86,325,638681,S del Estero
2021-08-22,90,4,987756,Tucuman
2021-08-23,2,13554,2196806,CABA
2021-08-23,6,35411,10754739,Buenos Aires
2021-08-23,10,3939,284544,Catamarca
2021-08-23,14,4638,2355113,Cordoba
2021-08-23,18,5409,688455,Corrientes
2021-08-23,22,3481,694128,Chaco
2021-08-23,26,2185,346450,Chubut
2021-08-23,30,1970,842903,Entre Rios
2021-08-23,34,13845,401460,Formosa
2021-08-23,38,151,484550,Jujuy
2021-08-23,42,198,232382,La Pampa
2021-08-23,46,1165,259914,La Rioja
2021-08-23,50,2529,1208155,Mendoza
2021-08-23,54,3682,634770,Misiones
2021-08-23,58,485,444804,Neuquen
2021-08-23,62,1845,477125,Rio Negro
2021-08-23,66,2832,776613,Salta
2021-08-23,70,2331,479576,San Juan
2021-08-23,74,2694,321321,San Luis
2021-08-23,78,891,195524,Santa Cruz
2021-08-23,82,11754,2275573,Santa Fe
2021-08-23,86,4198,642879,S del Estero
2021-08-23,90,3307,991063,Tucuman
2021-08-23,94,74,106258,T del Fuego
2021-08-24,2,1775,2198581,CABA
2021-08-24,6,35632,10790371,Buenos Aires
2021-08-24,10,2196,286740,Catamarca
2021-08-24,14,4145,2359258,Cordoba
2021-08-24,18,5014,693469,Corrientes
2021-08-24,22,3086,697214,Chaco
2021-08-24,26,1614,348064,Chubut
2021-08-24,30,1867,844770,Entre Rios
2021-08-24,34,9981,411441,Formosa
2021-08-24,38,1586,486136,Jujuy
2021-08-24,42,142,232524,La Pampa
2021-08-24,46,828,260742,La Rioja
2021-08-24,50,2663,1210818,Mendoza
2021-08-24,54,3274,638044,Misiones
2021-08-24,58,554,445358,Neuquen
2021-08-24,62,1242,478367,Rio Negro
2021-08-24,66,3015,779628,Salta
2021-08-24,70,1118,480694,San Juan
2021-08-24,74,335,321656,San Luis
2021-08-24,78,735,196259,Santa Cruz
2021-08-24,82,5213,2280786,Santa Fe
2021-08-24,86,3115,645994,S del Estero
2021-08-24,90,2914,993977,Tucuman
2021-08-24,94,37,106295,T del Fuego
2021-08-25,2,2062,2200643,CABA
2021-08-25,6,30291,10820662,Buenos Aires
2021-08-25,10,1851,288591,Catamarca
2021-08-25,14,4324,2363582,Cordoba
2021-08-25,18,4681,698150,Corrientes
2021-08-25,22,2651,699865,Chaco
2021-08-25,26,1904,349968,Chubut
2021-08-25,30,1988,846758,Entre Rios
2021-08-25,34,169,411610,Formosa
2021-08-25,38,1859,487995,Jujuy
2021-08-25,42,144,232668,La Pampa
2021-08-25,46,440,261182,La Rioja
2021-08-25,50,3135,1213953,Mendoza
2021-08-25,54,2246,640290,Misiones
2021-08-25,58,727,446085,Neuquen
2021-08-25,62,992,479359,Rio Negro
2021-08-25,66,2941,782569,Salta
2021-08-25,70,1709,482403,San Juan
2021-08-25,74,254,321910,San Luis
2021-08-25,78,539,196798,Santa Cruz
2021-08-25,82,4635,2285421,Santa Fe
2021-08-25,86,2738,648732,S del Estero
2021-08-25,90,2930,996907,Tucuman
2021-08-25,94,28,106323,T del Fuego
2021-08-26,2,1318,2201961,CABA
2021-08-26,6,28835,10849497,Buenos Aires
2021-08-26,10,98,288689,Catamarca
2021-08-26,14,2627,2366209,Cordoba
2021-08-26,18,1714,699864,Corrientes
2021-08-26,22,2849,702714,Chaco
2021-08-26,26,1371,351339,Chubut
2021-08-26,30,3701,850459,Entre Rios
2021-08-26,34,754,412364,Formosa
2021-08-26,38,1496,489491,Jujuy
2021-08-26,42,92,232760,La Pampa
2021-08-26,46,509,261691,La Rioja
2021-08-26,50,2301,1216254,Mendoza
2021-08-26,54,2742,643032,Misiones
2021-08-26,58,608,446693,Neuquen
2021-08-26,62,1342,480701,Rio Negro
2021-08-26,66,3535,786104,Salta
2021-08-26,70,1393,483796,San Juan
2021-08-26,74,863,322773,San Luis
2021-08-26,78,453,197251,Santa Cruz
2021-08-26,82,8305,2293726,Santa Fe
2021-08-26,86,2610,651342,S del Estero
2021-08-26,90,2763,999670,Tucuman
2021-08-26,94,813,107136,T del Fuego
2021-08-27,2,960,2202921,CABA
2021-08-27,6,25430,10874927,Buenos Aires
2021-08-27,10,539,289228,Catamarca
2021-08-27,14,3317,2369526,Cordoba
2021-08-27,18,3331,703195,Corrientes
2021-08-27,22,2381,705095,Chaco
2021-08-27,26,1732,353071,Chubut
2021-08-27,30,3036,853495,Entre Rios
2021-08-27,34,46,412410,Formosa
2021-08-27,38,1269,490760,Jujuy
2021-08-27,42,96,232856,La Pampa
2021-08-27,46,606,262297,La Rioja
2021-08-27,50,2099,1218353,Mendoza
2021-08-27,54,3228,646260,Misiones
2021-08-27,58,789,447482,Neuquen
2021-08-27,62,1823,482524,Rio Negro
2021-08-27,66,2862,788966,Salta
2021-08-27,70,1400,485196,San Juan
2021-08-27,74,144,322917,San Luis
2021-08-27,78,383,197634,Santa Cruz
2021-08-27,82,16174,2309900,Santa Fe
2021-08-27,86,2327,653669,S del Estero
2021-08-27,90,2807,1002477,Tucuman
2021-08-27,94,992,108128,T del Fuego
2021-08-28,2,61,2202982,CABA
2021-08-28,6,24228,10899155,Buenos Aires
2021-08-28,10,47,289275,Catamarca
2021-08-28,14,1341,2370867,Cordoba
2021-08-28,18,684,703879,Corrientes
2021-08-28,22,656,705751,Chaco
2021-08-28,26,711,353782,Chubut
2021-08-28,30,410,853905,Entre Rios
2021-08-28,34,102,412512,Formosa
2021-08-28,38,464,491224,Jujuy
2021-08-28,42,42,232898,La Pampa
2021-08-28,46,106,262403,La Rioja
2021-08-28,50,1473,1219826,Mendoza
2021-08-28,54,1329,647589,Misiones
2021-08-28,58,1542,449024,Neuquen
2021-08-28,62,860,483384,Rio Negro
2021-08-28,66,1684,790650,Salta
2021-08-28,70,667,485863,San Juan
2021-08-28,74,195,323112,San Luis
2021-08-28,78,158,197792,Santa Cruz
2021-08-28,82,5128,2315028,Santa Fe
2021-08-28,86,667,654336,S del Estero
2021-08-28,90,71,1002548,Tucuman
2021-08-28,94,1,108129,T del Fuego
2021-08-29,2,69,2203051,CABA
2021-08-29,6,14470,10913625,Buenos Aires
2021-08-29,10,10,289285,Catamarca
2021-08-29,14,148,2371015,Cordoba
2021-08-29,18,76,703955,Corrientes
2021-08-29,22,319,706070,Chaco
2021-08-29,26,8,353790,Chubut
2021-08-29,30,29,853934,Entre Rios
2021-08-29,34,1526,414038,Formosa
2021-08-29,38,166,491390,Jujuy
2021-08-29,42,1593,234491,La Pampa
2021-08-29,46,4,262407,La Rioja
2021-08-29,50,1066,1220892,Mendoza
2021-08-29,54,216,647805,Misiones
2021-08-29,58,1,449025,Neuquen
2021-08-29,62,211,483595,Rio Negro
2021-08-29,66,932,791582,Salta
2021-08-29,70,242,486105,San Juan
2021-08-29,74,15,323127,San Luis
2021-08-29,78,207,197999,Santa Cruz
2021-08-29,82,429,2315457,Santa Fe
2021-08-29,86,311,654647,S del Estero
2021-08-29,90,2,1002550,Tucuman
2021-08-29,94,1,108130,T del Fuego
2021-08-30,2,17986,2221037,CABA
2021-08-30,6,34056,10947681,Buenos Aires
2021-08-30,10,93,289378,Catamarca
2021-08-30,14,5482,2376497,Cordoba
2021-08-30,18,1235,705190,Corrientes
2021-08-30,22,2525,708595,Chaco
2021-08-30,26,1479,355269,Chubut
2021-08-30,30,659,854593,Entre Rios
2021-08-30,34,693,414731,Formosa
2021-08-30,38,1326,492716,Jujuy
2021-08-30,42,1605,236096,La Pampa
2021-08-30,46,538,262945,La Rioja
2021-08-30,50,2274,1223166,Mendoza
2021-08-30,54,2718,650523,Misiones
2021-08-30,58,352,449377,Neuquen
2021-08-30,62,1009,484604,Rio Negro
2021-08-30,66,2363,793945,Salta
2021-08-30,70,1984,488089,San Juan
2021-08-30,74,1439,324566,San Luis
2021-08-30,78,2039,200038,Santa Cruz
2021-08-30,82,4541,2319998,Santa Fe
2021-08-30,86,1745,656392,S del Estero
2021-08-30,90,3016,1005566,Tucuman
2021-08-30,94,1384,109514,T del Fuego
2021-08-31,2,11415,2232452,CABA
2021-08-31,6,29445,10977126,Buenos Aires
2021-08-31,10,525,289903,Catamarca
2021-08-31,14,14272,2390769,Cordoba
2021-08-31,18,1552,706742,Corrientes
2021-08-31,22,2180,710775,Chaco
2021-08-31,26,1506,356775,Chubut
2021-08-31,30,2251,856844,Entre Rios
2021-08-31,34,26,414757,Formosa
2021-08-31,38,1542,494258,Jujuy
2021-08-31,42,693,236789,La Pampa
2021-08-31,46,501,263446,La Rioja
2021-08-31,50,2133,1225299,Mendoza
2021-08-31,54,2832,653355,Misiones
2021-08-31,58,2070,451447,Neuquen
2021-08-31,62,926,485530,Rio Negro
2021-08-31,66,2136,796081,Salta
2021-08-31,70,1317,489406,San Juan
2021-08-31,74,536,325102,San Luis
2021-08-31,78,223,200261,Santa Cruz
2021-08-31,82,14603,2334601,Santa Fe
2021-08-31,86,1593,657985,S del Estero
2021-08-31,90,2664,1008230,Tucuman
2021-08-31,94,49,109563,T del Fuego
2021-09-01,2,1934,2234386,CABA
2021-09-01,6,21392,10998518,Buenos Aires
2021-09-01,10,2141,292044,Catamarca
2021-09-01,14,14095,2404864,Cordoba
2021-09-01,18,1331,708073,Corrientes
2021-09-01,22,2087,712862,Chaco
2021-09-01,26,1199,357974,Chubut
2021-09-01,30,3279,860123,Entre Rios
2021-09-01,34,5249,420006,Formosa
2021-09-01,38,1283,495541,Jujuy
2021-09-01,42,330,237119,La Pampa
2021-09-01,46,1250,264696,La Rioja
2021-09-01,50,2140,1227439,Mendoza
2021-09-01,54,2702,656057,Misiones
2021-09-01,58,1153,452600,Neuquen
2021-09-01,62,880,486410,Rio Negro
2021-09-01,66,2285,798366,Salta
2021-09-01,70,1409,490815,San Juan
2021-09-01,74,2387,327489,San Luis
2021-09-01,78,274,200535,Santa Cruz
2021-09-01,82,10168,2344769,Santa Fe
2021-09-01,86,1106,659091,S del Estero
2021-09-01,90,2558,1010788,Tucuman
2021-09-01,94,29,109592,T del Fuego
2021-09-02,2,1960,2236346,CABA
2021-09-02,6,23043,11021561,Buenos Aires
2021-09-02,10,762,292806,Catamarca
2021-09-02,14,8202,2413066,Cordoba
2021-09-02,18,1881,709954,Corrientes
2021-09-02,22,2132,714994,Chaco
2021-09-02,26,1003,358977,Chubut
2021-09-02,30,9141,869264,Entre Rios
2021-09-02,34,3076,423082,Formosa
2021-09-02,38,1226,496767,Jujuy
2021-09-02,42,484,237603,La Pampa
2021-09-02,46,839,265535,La Rioja
2021-09-02,50,1565,1229004,Mendoza
2021-09-02,54,2439,658496,Misiones
2021-09-02,58,714,453314,Neuquen
2021-09-02,62,1315,487725,Rio Negro
2021-09-02,66,2238,800604,Salta
2021-09-02,70,1584,492399,San Juan
2021-09-02,74,225,327714,San Luis
2021-09-02,78,373,200908,Santa Cruz
2021-09-02,82,10782,2355551,Santa Fe
2021-09-02,86,950,660041,S del Estero
2021-09-02,90,2264,1013052,Tucuman
2021-09-02,94,917,110509,T del Fuego
2021-09-03,2,1266,2237612,CABA
2021-09-03,6,20579,11042140,Buenos Aires
2021-09-03,10,1030,293836,Catamarca
2021-09-03,14,6237,2419303,Cordoba
2021-09-03,18,3064,713018,Corrientes
2021-09-03,22,2108,717102,Chaco
2021-09-03,26,1478,360455,Chubut
2021-09-03,30,2908,872172,Entre Rios
2021-09-03,34,238,423320,Formosa
2021-09-03,38,1174,497941,Jujuy
2021-09-03,42,385,237988,La Pampa
2021-09-03,46,532,266067,La Rioja
2021-09-03,50,2104,1231108,Mendoza
2021-09-03,54,2484,660980,Misiones
2021-09-03,58,830,454144,Neuquen
2021-09-03,62,1427,489152,Rio Negro
2021-09-03,66,2736,803340,Salta
2021-09-03,70,1355,493754,San Juan
2021-09-03,74,147,327861,San Luis
2021-09-03,78,1138,202046,Santa Cruz
2021-09-03,82,7539,2363090,Santa Fe
2021-09-03,86,1671,661712,S del Estero
2021-09-03,90,2207,1015259,Tucuman
2021-09-03,94,620,111129,T del Fuego
2021-09-04,2,920,2238532,CABA
2021-09-04,6,19504,11061644,Buenos Aires
2021-09-04,10,736,294572,Catamarca
2021-09-04,14,3389,2422692,Cordoba
2021-09-04,18,1881,714899,Corrientes
2021-09-04,22,344,717446,Chaco
2021-09-04,26,552,361007,Chubut
2021-09-04,30,218,872390,Entre Rios
2021-09-04,34,1216,424536,Formosa
2021-09-04,38,268,498209,Jujuy
2021-09-04,42,174,238162,La Pampa
2021-09-04,46,110,266177,La Rioja
2021-09-04,50,1206,1232314,Mendoza
2021-09-04,54,840,661820,Misiones
2021-09-04,58,1309,455453,Neuquen
2021-09-04,62,464,489616,Rio Negro
2021-09-04,66,1221,804561,Salta
2021-09-04,70,258,494012,San Juan
2021-09-04,74,175,328036,San Luis
2021-09-04,78,277,202323,Santa Cruz
2021-09-04,82,3351,2366441,Santa Fe
2021-09-04,86,229,661941,S del Estero
2021-09-04,90,708,1015967,Tucuman
2021-09-04,94,123,111252,T del Fuego
2021-09-05,2,909,2239441,CABA
2021-09-05,6,11623,11073267,Buenos Aires
2021-09-05,10,23,294595,Catamarca
2021-09-05,14,477,2423169,Cordoba
2021-09-05,18,35,714934,Corrientes
2021-09-05,22,225,717671,Chaco
2021-09-05,26,146,361153,Chubut
2021-09-05,30,32,872422,Entre Rios
2021-09-05,34,382,424918,Formosa
2021-09-05,38,67,498276,Jujuy
2021-09-05,42,52,238214,La Pampa
2021-09-05,46,81,266258,La Rioja
2021-09-05,50,766,1233080,Mendoza
2021-09-05,54,115,661935,Misiones
2021-09-05,58,248,455701,Neuquen
2021-09-05,62,124,489740,Rio Negro
2021-09-05,66,680,805241,Salta
2021-09-05,70,56,494068,San Juan
2021-09-05,74,47,328083,San Luis
2021-09-05,78,20,202343,Santa Cruz
2021-09-05,82,124,2366565,Santa Fe
2021-09-05,86,378,662319,S del Estero
2021-09-05,90,1,1015968,Tucuman
2021-09-05,94,1,111253,T del Fuego
2021-09-06,2,1270,2240711,CABA
2021-09-06,6,23050,11096317,Buenos Aires
2021-09-06,10,27,294622,Catamarca
2021-09-06,14,4852,2428021,Cordoba
2021-09-06,18,840,715774,Corrientes
2021-09-06,22,1814,719485,Chaco
2021-09-06,26,1036,362189,Chubut
2021-09-06,30,1852,874274,Entre Rios
2021-09-06,34,430,425348,Formosa
2021-09-06,38,1012,499288,Jujuy
2021-09-06,42,186,238400,La Pampa
2021-09-06,46,462,266720,La Rioja
2021-09-06,50,1826,1234906,Mendoza
2021-09-06,54,142,662077,Misiones
2021-09-06,58,402,456103,Neuquen
2021-09-06,62,969,490709,Rio Negro
2021-09-06,66,2002,807243,Salta
2021-09-06,70,1303,495371,San Juan
2021-09-06,74,169,328252,San Luis
2021-09-06,78,254,202597,Santa Cruz
2021-09-06,82,3371,2369936,Santa Fe
2021-09-06,86,1141,663460,S del Estero
2021-09-06,90,2618,1018586,Tucuman
2021-09-06,94,584,111837,T del Fuego
2021-09-07,2,1127,2241838,CABA
2021-09-07,6,19644,11115961,Buenos Aires
2021-09-07,10,239,294861,Catamarca
2021-09-07,14,5733,2433754,Cordoba
2021-09-07,18,5244,721018,Corrientes
2021-09-07,22,1472,720957,Chaco
2021-09-07,26,918,363107,Chubut
2021-09-07,30,1290,875564,Entre Rios
2021-09-07,34,340,425688,Formosa
2021-09-07,38,1201,500489,Jujuy
2021-09-07,42,247,238647,La Pampa
2021-09-07,46,568,267288,La Rioja
2021-09-07,50,1342,1236248,Mendoza
2021-09-07,54,2488,664565,Misiones
2021-09-07,58,730,456833,Neuquen
2021-09-07,62,1261,491970,Rio Negro
2021-09-07,66,2307,809550,Salta
2021-09-07,70,941,496312,San Juan
2021-09-07,74,890,329142,San Luis
2021-09-07,78,699,203296,Santa Cruz
2021-09-07,82,2489,2372425,Santa Fe
2021-09-07,86,1174,664634,S del Estero
2021-09-07,90,2170,1020756,Tucuman
2021-09-07,94,26,111863,T del Fuego
2021-09-08,2,6906,2248744,CABA
2021-09-08,6,18677,11134638,Buenos Aires
2021-09-08,10,607,295468,Catamarca
2021-09-08,14,6248,2440002,Cordoba
2021-09-08,18,6044,727062,Corrientes
2021-09-08,22,1225,722182,Chaco
2021-09-08,26,1067,364174,Chubut
2021-09-08,30,1307,876871,Entre Rios
2021-09-08,34,5,425693,Formosa
2021-09-08,38,1136,501625,Jujuy
2021-09-08,42,229,238876,La Pampa
2021-09-08,46,375,267663,La Rioja
2021-09-08,50,1563,1237811,Mendoza
2021-09-08,54,1470,666035,Misiones
2021-09-08,58,413,457246,Neuquen
2021-09-08,62,1021,492991,Rio Negro
2021-09-08,66,2120,811670,Salta
2021-09-08,70,843,497155,San Juan
2021-09-08,74,147,329289,San Luis
2021-09-08,78,475,203771,Santa Cruz
2021-09-08,82,2764,2375189,Santa Fe
2021-09-08,86,1171,665805,S del Estero
2021-09-08,90,2088,1022844,Tucuman
2021-09-08,94,1123,112986,T del Fuego
2021-09-09,2,2824,2251568,CABA
2021-09-09,6,16065,11150703,Buenos Aires
2021-09-09,10,920,296388,Catamarca
2021-09-09,14,5069,2445071,Cordoba
2021-09-09,18,2844,729906,Corrientes
2021-09-09,22,1662,723844,Chaco
2021-09-09,26,869,365043,Chubut
2021-09-09,30,1055,877926,Entre Rios
2021-09-09,34,370,426063,Formosa
2021-09-09,38,1185,502810,Jujuy
2021-09-09,42,104,238980,La Pampa
2021-09-09,46,546,268209,La Rioja
2021-09-09,50,1430,1239241,Mendoza
2021-09-09,54,2051,668086,Misiones
2021-09-09,58,966,458212,Neuquen
2021-09-09,62,953,493944,Rio Negro
2021-09-09,66,2042,813712,Salta
2021-09-09,70,1194,498349,San Juan
2021-09-09,74,198,329487,San Luis
2021-09-09,78,1246,205017,Santa Cruz
2021-09-09,82,3125,2378314,Santa Fe
2021-09-09,86,1224,667029,S del Estero
2021-09-09,90,1824,1024668,Tucuman
2021-09-09,94,100,113086,T del Fuego
2021-09-10,2,2175,2253743,CABA
2021-09-10,6,16381,11167084,Buenos Aires
2021-09-10,10,578,296966,Catamarca
2021-09-10,14,5734,2450805,Cordoba
2021-09-10,18,1775,731681,Corrientes
2021-09-10,22,1700,725544,Chaco
2021-09-10,26,988,366031,Chubut
2021-09-10,30,1729,879655,Entre Rios
2021-09-10,34,610,426673,Formosa
2021-09-10,38,1146,503956,Jujuy
2021-09-10,42,234,239214,La Pampa
2021-09-10,46,414,268623,La Rioja
2021-09-10,50,1384,1240625,Mendoza
2021-09-10,54,2124,670210,Misiones
2021-09-10,58,833,459045,Neuquen
2021-09-10,62,975,494919,Rio Negro
2021-09-10,66,2368,816080,Salta
2021-09-10,70,1269,499618,San Juan
2021-09-10,74,786,330273,San Luis
2021-09-10,78,1091,206108,Santa Cruz
2021-09-10,82,2551,2380865,Santa Fe
2021-09-10,86,1067,668096,S del Estero
2021-09-10,90,1834,1026502,Tucuman
2021-09-10,94,31,113117,T del Fuego
2021-09-11,2,822,2254565,CABA
2021-09-11,6,12536,11179620,Buenos Aires
2021-09-11,10,472,297438,Catamarca
2021-09-11,14,2314,2453119,Cordoba
2021-09-11,18,500,732181,Corrientes
2021-09-11,22,170,725714,Chaco
2021-09-11,26,408,366439,Chubut
2021-09-11,30,355,880010,Entre Rios
2021-09-11,34,104,426777,Formosa
2021-09-11,38,254,504210,Jujuy
2021-09-11,42,381,239595,La Pampa
2021-09-11,46,793,269416,La Rioja
2021-09-11,50,1027,1241652,Mendoza
2021-09-11,54,571,670781,Misiones
2021-09-11,58,249,459294,Neuquen
2021-09-11,62,148,495067,Rio Negro
2021-09-11,66,1166,817246,Salta
2021-09-11,70,679,500297,San Juan
2021-09-11,74,39,330312,San Luis
2021-09-11,78,124,206232,Santa Cruz
2021-09-11,82,2283,2383148,Santa Fe
2021-09-11,86,262,668358,S del Estero
2021-09-11,90,4,1026506,Tucuman
2021-09-11,94,3,113120,T del Fuego
2021-09-12,2,36,2254601,CABA
2021-09-12,6,270,11179890,Buenos Aires
2021-09-12,14,67,2453186,Cordoba
2021-09-12,18,27,732208,Corrientes
2021-09-12,22,150,725864,Chaco
2021-09-12,26,2,366441,Chubut
2021-09-12,30,9,880019,Entre Rios
2021-09-12,34,1,426778,Formosa
2021-09-12,38,17,504227,Jujuy
2021-09-12,42,426,240021,La Pampa
2021-09-12,46,2,269418,La Rioja
2021-09-12,50,56,1241708,Mendoza
2021-09-12,54,46,670827,Misiones
2021-09-12,58,238,459532,Neuquen
2021-09-12,62,6,495073,Rio Negro
2021-09-12,66,956,818202,Salta
2021-09-12,70,5,500302,San Juan
2021-09-12,78,25,206257,Santa Cruz
2021-09-12,82,24,2383172,Santa Fe
2021-09-12,86,63,668421,S del Estero
2021-09-12,90,1,1026507,Tucuman
2021-09-13,2,13847,2268448,CABA
2021-09-13,6,15457,11195347,Buenos Aires
2021-09-13,10,317,297755,Catamarca
2021-09-13,14,3184,2456370,Cordoba
2021-09-13,18,410,732618,Corrientes
